1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
7321031,541454,9504,18621,4312,8733,307,1212,30,894,61,18,28,50,6,0
7320998,541550,9420,18591,4364,8705,320,1288,22,829,60,15,29,66,3,1
7320938,541717,9396,18578,4336,8630,330,1286,24,828,72,20,33,68,5,0
7321026,541472,9461,18610,4360,8716,313,1262,19,845,65,15,30,62,5,0
7321041,541426,9492,18666,4322,8716,337,1201,23,851,75,21,27,59,4,0
7321030,541426,9487,18683,4328,8759,351,1170,17,812,58,12,35,84,9,0
7320956,541691,9400,18547,4315,8650,330,1312,20,876,58,19,33,51,3,0
7321070,541361,9479,18671,4344,8725,340,1232,22,852,71,15,35,42,2,0
7320928,541751,9362,18544,4358,8633,330,1327,22,820,64,11,31,74,6,0
7321155,541096,9529,18754,4376,8844,338,1176,21,809,60,19,32,49,3,0
7320878,541884,9315,18495,4394,8593,301,1383,26,792,66,16,34,79,4,1
7321008,541503,9474,18626,4330,8727,315,1222,26,851,61,19,27,62,10,0
7321017,541500,9495,18604,4322,8695,307,1230,25,893,69,13,33,54,3,1
7320972,541613,9413,18575,4362,8698,308,1289,24,822,57,20,31,72,5,0
7321038,541434,9423,18643,4386,8735,340,1275,17,794,64,13,25,67,7,0
7321038,541432,9501,18653,4309,8732,331,1196,23,870,64,19,32,56,5,0
7320918,541781,9368,18568,4319,8613,346,1295,31,840,67,13,36,61,5,0
7321067,541382,9473,18588,4369,8744,306,1292,14,877,59,11,25,52,2,0
7321083,541318,9474,18627,4389,8781,297,1273,24,843,54,17,31,49,1,0
7321060,541365,9477,18652,4396,8741,295,1247,29,816,72,19,32,57,3,0
7320881,541869,9416,18488,4318,8600,276,1311,18,874,67,31,31,72,9,0
7321035,541446,9489,18649,4343,8692,333,1214,18,842,84,14,26,73,3,0
7321067,541354,9422,18637,4413,8785,324,1295,17,783,51,16,27,67,3,0
7320976,541620,9409,18541,4344,8712,306,1310,25,859,45,19,29,64,2,0
7320963,541658,9382,18553,4360,8673,316,1324,29,839,57,14,30,59,4,0
7321027,541465,9459,18614,4384,8703,301,1274,19,831,71,15,35,58,4,1
7320972,541623,9422,18555,4368,8674,293,1310,18,838,62,22,36,64,4,0
7320939,541715,9344,18570,4365,8660,332,1337,25,797,55,22,36,58,6,0
